序号,传输方向,时间标识,帧ID,帧格式,帧类型,数据长度,数据(HEX)
4863,接收,19:53:24.184.0,0x0000030a,数据帧,标准帧,0x04,71 3d 72 3c 
4864,接收,19:53:24.185.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
4865,接收,19:53:24.185.0,0x00000401,数据帧,标准帧,0x08,ee 7a 00 00 e8 03 00 00 
4866,接收,19:53:24.255.0,0x00000301,数据帧,标准帧,0x08,76 3d 5c 3d 63 00 00 00 
4867,接收,19:53:24.255.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
4868,接收,19:53:24.264.0,0x00000303,数据帧,标准帧,0x04,e0 00 bb 1e 
4869,接收,19:53:24.264.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
4870,接收,19:53:24.273.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 82 3c 3a 00 
4871,接收,19:53:24.273.0,0x0000030a,数据帧,标准帧,0x04,71 3d 72 3c 
4872,接收,19:53:24.284.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
4873,接收,19:53:24.284.0,0x00000401,数据帧,标准帧,0x08,ee 7a 00 00 dd 03 00 00 
4874,接收,19:53:24.358.0,0x00000301,数据帧,标准帧,0x08,76 3d 5e 3d 63 00 00 00 
4875,接收,19:53:24.358.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
4876,接收,19:53:24.383.0,0x00000303,数据帧,标准帧,0x04,e0 00 bb 1e 
4877,接收,19:53:24.383.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
4878,接收,19:53:24.383.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 7f 3c 38 00 
4879,接收,19:53:24.383.0,0x0000030a,数据帧,标准帧,0x04,71 3d 72 3c 
4880,接收,19:53:24.383.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
4881,接收,19:53:24.383.0,0x00000401,数据帧,标准帧,0x08,ee 7a 00 00 dd 03 00 00 
4882,接收,19:53:24.455.0,0x00000301,数据帧,标准帧,0x08,76 3d 62 3d 64 00 00 00 
4883,接收,19:53:24.455.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
4884,接收,19:53:24.463.0,0x00000303,数据帧,标准帧,0x04,e0 00 bb 1e 
4885,接收,19:53:24.463.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
4886,接收,19:53:24.472.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 83 3c 38 00 
4887,接收,19:53:24.472.0,0x0000030a,数据帧,标准帧,0x04,6c 3d 6d 3c 
4888,接收,19:53:24.482.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
4889,接收,19:53:24.483.0,0x00000401,数据帧,标准帧,0x08,ee 7a 00 00 e8 03 00 00 
4890,接收,19:53:24.559.0,0x00000301,数据帧,标准帧,0x08,76 3d 5e 3d 64 00 00 00 
4891,接收,19:53:24.559.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
4892,接收,19:53:24.584.0,0x00000303,数据帧,标准帧,0x04,e0 00 bb 1e 
4893,接收,19:53:24.584.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
4894,接收,19:53:24.584.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 7f 3c 38 00 
4895,接收,19:53:24.584.0,0x0000030a,数据帧,标准帧,0x04,6c 3d 6d 3c 
4896,接收,19:53:24.584.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
4897,接收,19:53:24.584.0,0x00000401,数据帧,标准帧,0x08,ee 7a 00 00 e8 03 00 00 
4898,接收,19:53:24.655.0,0x00000301,数据帧,标准帧,0x08,7b 3d 5d 3d 64 00 00 00 
4899,接收,19:53:24.656.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
4900,接收,19:53:24.662.0,0x00000303,数据帧,标准帧,0x04,e1 00 be 1e 
4901,接收,19:53:24.663.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
4902,接收,19:53:24.673.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 83 3c 38 00 
4903,接收,19:53:24.673.0,0x0000030a,数据帧,标准帧,0x04,71 3d 77 3c 
4904,接收,19:53:24.683.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
4905,接收,19:53:24.683.0,0x00000401,数据帧,标准帧,0x08,f8 7a 00 00 e8 03 00 00 
4906,接收,19:53:24.757.0,0x00000301,数据帧,标准帧,0x08,7b 3d 5f 3d 64 00 00 00 
4907,接收,19:53:24.757.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
4908,接收,19:53:24.780.0,0x00000303,数据帧,标准帧,0x04,e1 00 be 1e 
4909,接收,19:53:24.780.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
4910,接收,19:53:24.781.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 7f 3c 30 00 
4911,接收,19:53:24.781.0,0x0000030a,数据帧,标准帧,0x04,71 3d 77 3c 
4912,接收,19:53:24.783.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
4913,接收,19:53:24.783.0,0x00000401,数据帧,标准帧,0x08,f8 7a 00 00 e8 03 00 00 
4914,接收,19:53:24.855.0,0x00000301,数据帧,标准帧,0x08,76 3d 63 3d 64 00 00 00 
4915,接收,19:53:24.855.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
4916,接收,19:53:24.862.0,0x00000303,数据帧,标准帧,0x04,e0 00 bb 1e 
4917,接收,19:53:24.862.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
4918,接收,19:53:24.872.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 83 3c 36 00 
4919,接收,19:53:24.872.0,0x0000030a,数据帧,标准帧,0x04,71 3d 72 3c 
4920,接收,19:53:24.883.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
4921,接收,19:53:24.883.0,0x00000401,数据帧,标准帧,0x08,ee 7a 00 00 e8 03 00 00 
4922,接收,19:53:24.960.0,0x00000301,数据帧,标准帧,0x08,76 3d 62 3d 64 00 00 00 
4923,接收,19:53:24.960.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
4924,接收,19:53:24.983.0,0x00000303,数据帧,标准帧,0x04,e0 00 bb 1e 
4925,接收,19:53:24.983.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
4926,接收,19:53:24.983.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 7f 3c 36 00 
4927,接收,19:53:24.983.0,0x0000030a,数据帧,标准帧,0x04,71 3d 72 3c 
4928,接收,19:53:24.983.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
4929,接收,19:53:24.983.0,0x00000401,数据帧,标准帧,0x08,ee 7a 00 00 e8 03 00 00 
4930,接收,19:53:25.057.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
4931,接收,19:53:25.057.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
4932,接收,19:53:25.057.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
4933,接收,19:53:25.057.0,0x00000301,数据帧,标准帧,0x08,7b 3d 5f 3d 63 00 00 00 
4934,接收,19:53:25.057.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
4935,接收,19:53:25.057.0,0x00000402,数据帧,标准帧,0x08,02 00 00 00 0d 2f 00 00 
4936,接收,19:53:25.058.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 e3 c3 07 00 
4937,接收,19:53:25.058.0,0x00000507,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
4938,接收,19:53:25.060.0,0x00000508,数据帧,标准帧,0x08,af 36 af 36 4b 01 01 00 
4939,接收,19:53:25.062.0,0x00000303,数据帧,标准帧,0x04,e1 00 be 1e 
4940,接收,19:53:25.062.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
4941,接收,19:53:25.063.0,0x00000405,数据帧,标准帧,0x08,46 0c 48 0c 4b 0c 4c 0c 
4942,接收,19:53:25.063.0,0x00000406,数据帧,标准帧,0x08,3e 0c 52 0c 4c 0c 4b 0c 
4943,接收,19:53:25.064.0,0x0000050b,数据帧,标准帧,0x08,af 36 af 36 11 04 05 a5 
4944,接收,19:53:25.064.0,0x0000050c,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
4945,接收,19:53:25.074.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 83 3c 34 00 
4946,接收,19:53:25.074.0,0x0000030a,数据帧,标准帧,0x04,71 3d 72 3c 
4947,接收,19:53:25.074.0,0x00000407,数据帧,标准帧,0x04,4e 0c 53 0c 
4948,接收,19:53:25.074.0,0x00000408,数据帧,标准帧,0x04,1e 00 00 00 
4949,接收,19:53:25.074.0,0x0000050c,数据帧,标准帧,0x08,02 00 00 00 00 00 00 00 
4950,接收,19:53:25.074.0,0x0000050c,数据帧,标准帧,0x08,04 00 00 00 00 00 00 00 
4951,接收,19:53:25.084.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
4952,接收,19:53:25.084.0,0x00000401,数据帧,标准帧,0x08,f8 7a 00 00 dd 03 00 00 
4953,接收,19:53:25.084.0,0x00000409,数据帧,标准帧,0x08,e5 e4 e5 d7 e5 e5 e4 e6 
4954,接收,19:53:25.084.0,0x00000506,数据帧,标准帧,0x07,3e 0c 53 0c a5 e4 e5 
4955,接收,19:53:25.084.0,0x0000050c,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
4956,接收,19:53:25.084.0,0x0000050c,数据帧,标准帧,0x08,08 00 00 00 00 00 00 00 
4957,接收,19:53:25.094.0,0x00000509,数据帧,标准帧,0x03,3f 81 01 
4958,接收,19:53:25.094.0,0x0000050a,数据帧,标准帧,0x03,e7 e6 e4 
4959,接收,19:53:25.094.0,0x0000050c,数据帧,标准帧,0x08,0a 00 00 00 00 00 00 00 
4960,接收,19:53:25.094.0,0x0000050d,数据帧,标准帧,0x08,02 00 00 00 00 00 00 00 
4961,接收,19:53:25.104.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
4962,接收,19:53:25.104.0,0x0000050d,数据帧,标准帧,0x08,01 9f 04 00 00 00 00 00 
4963,接收,19:53:25.104.0,0x0000050d,数据帧,标准帧,0x08,03 1d 00 00 00 00 00 00 
4964,接收,19:53:25.104.0,0x0000050d,数据帧,标准帧,0x08,04 00 00 00 00 00 00 00 
4965,接收,19:53:25.113.0,0x0000050d,数据帧,标准帧,0x08,05 04 c2 00 00 00 00 00 
4966,接收,19:53:25.113.0,0x0000050d,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
4967,接收,19:53:25.123.0,0x0000050e,数据帧,标准帧,0x08,26 39 00 00 ec 4a 00 00 
4968,接收,19:53:25.123.0,0x0000050f,数据帧,标准帧,0x08,00 00 00 00 03 00 00 00 
4969,接收,19:53:25.133.0,0x0000050f,数据帧,标准帧,0x08,0a 53 44 32 34 31 32 4d 
4970,接收,19:53:25.133.0,0x0000050f,数据帧,标准帧,0x08,0b 42 41 54 32 30 31 30 
4971,接收,19:53:25.143.0,0x0000050f,数据帧,标准帧,0x08,0c 32 34 37 00 00 00 00 
4972,接收,19:53:25.143.0,0x0000050f,数据帧,标准帧,0x08,0f 00 00 00 00 00 00 00 
4973,接收,19:53:25.160.0,0x00000301,数据帧,标准帧,0x08,7b 3d 5d 3d 63 00 00 00 
4974,接收,19:53:25.160.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
4975,接收,19:53:25.160.0,0x0000050f,数据帧,标准帧,0x08,10 00 00 00 00 00 00 00 
4976,接收,19:53:25.160.0,0x0000050f,数据帧,标准帧,0x08,11 00 00 00 00 00 00 00 
4977,接收,19:53:25.183.0,0x00000303,数据帧,标准帧,0x04,e1 00 be 1e 
4978,接收,19:53:25.183.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
4979,接收,19:53:25.183.0,0x0000050f,数据帧,标准帧,0x08,18 67 65 38 61 37 65 00 
4980,接收,19:53:25.183.0,0x0000050f,数据帧,标准帧,0x08,19 e8 07 08 00 64 00 00 
4981,接收,19:53:25.183.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 7f 3c d2 ff 
4982,接收,19:53:25.183.0,0x0000030a,数据帧,标准帧,0x04,71 3d 72 3c 
4983,接收,19:53:25.183.0,0x0000050f,数据帧,标准帧,0x08,1a 00 00 00 00 00 00 00 
4984,接收,19:53:25.183.0,0x0000050f,数据帧,标准帧,0x08,1b 00 00 00 00 00 00 00 
4985,接收,19:53:25.184.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
4986,接收,19:53:25.184.0,0x00000401,数据帧,标准帧,0x08,f8 7a 00 00 dd 03 00 00 
4987,接收,19:53:25.186.0,0x0000050f,数据帧,标准帧,0x08,1c 00 00 00 00 00 00 00 
4988,接收,19:53:25.186.0,0x0000050f,数据帧,标准帧,0x08,1d 00 00 00 00 00 00 00 
4989,接收,19:53:25.192.0,0x00000703,数据帧,标准帧,0x02,00 00 
4990,接收,19:53:25.192.0,0x00000704,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
4991,接收,19:53:25.202.0,0x00000704,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
4992,接收,19:53:25.202.0,0x00000704,数据帧,标准帧,0x08,02 00 00 00 00 00 00 00 
4993,接收,19:53:25.212.0,0x00000704,数据帧,标准帧,0x08,03 00 00 00 00 00 00 00 
4994,接收,19:53:25.212.0,0x00000704,数据帧,标准帧,0x08,04 00 00 00 00 00 00 00 
4995,接收,19:53:25.222.0,0x00000704,数据帧,标准帧,0x08,05 00 00 00 00 00 00 00 
4996,接收,19:53:25.222.0,0x00000704,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
4997,接收,19:53:25.232.0,0x00000704,数据帧,标准帧,0x08,07 00 00 00 00 00 00 00 
4998,接收,19:53:25.232.0,0x00000704,数据帧,标准帧,0x08,08 00 00 00 00 00 00 00 
4999,接收,19:53:25.244.0,0x00000704,数据帧,标准帧,0x08,0b 00 00 00 00 00 00 00 
5000,接收,19:53:25.244.0,0x00000704,数据帧,标准帧,0x08,0d 00 00 00 00 ce ce 00 
5001,接收,19:53:25.255.0,0x00000301,数据帧,标准帧,0x08,7b 3d 0d 3d 00 00 00 00 
5002,接收,19:53:25.255.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
5003,接收,19:53:25.257.0,0x00000704,数据帧,标准帧,0x08,0e 00 00 00 00 00 00 00 
5004,接收,19:53:25.257.0,0x00000704,数据帧,标准帧,0x08,0f 00 00 00 00 00 00 00 
5005,接收,19:53:25.264.0,0x00000303,数据帧,标准帧,0x04,e1 00 be 1e 
5006,接收,19:53:25.264.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
5007,接收,19:53:25.264.0,0x00000704,数据帧,标准帧,0x08,10 00 00 00 00 00 00 00 
5008,接收,19:53:25.264.0,0x00000704,数据帧,标准帧,0x08,11 00 00 00 00 00 00 00 
5009,接收,19:53:25.275.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 83 3c d0 ff 
5010,接收,19:53:25.275.0,0x0000030a,数据帧,标准帧,0x04,71 3d 36 3c 
5011,接收,19:53:25.275.0,0x00000704,数据帧,标准帧,0x08,12 00 00 00 00 00 00 00 
5012,接收,19:53:25.275.0,0x00000704,数据帧,标准帧,0x08,13 00 00 00 00 00 00 00 
5013,接收,19:53:25.282.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
5014,接收,19:53:25.282.0,0x00000401,数据帧,标准帧,0x08,f8 7a 00 00 00 00 00 00 
5015,接收,19:53:25.358.0,0x00000301,数据帧,标准帧,0x08,7b 3d 09 3d 00 00 00 00 
5016,接收,19:53:25.358.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
5017,接收,19:53:25.380.0,0x00000303,数据帧,标准帧,0x04,e1 00 be 1e 
5018,接收,19:53:25.380.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
5019,接收,19:53:25.381.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 7f 3c d6 ff 
5020,接收,19:53:25.381.0,0x0000030a,数据帧,标准帧,0x04,71 3d 36 3c 
5021,接收,19:53:25.382.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
5022,接收,19:53:25.382.0,0x00000401,数据帧,标准帧,0x08,f8 7a 00 00 00 00 00 00 
5023,接收,19:53:25.456.0,0x00000301,数据帧,标准帧,0x08,30 3d fd 3c 00 00 00 00 
5024,接收,19:53:25.456.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
5025,接收,19:53:25.463.0,0x00000303,数据帧,标准帧,0x04,df 00 98 1e 
5026,接收,19:53:25.463.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
5027,接收,19:53:25.472.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 83 3c d8 ff 
5028,接收,19:53:25.472.0,0x0000030a,数据帧,标准帧,0x04,1c 3d 13 3c 
5029,接收,19:53:25.482.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
5030,接收,19:53:25.482.0,0x00000401,数据帧,标准帧,0x08,62 7a 00 00 00 00 00 00 
5031,接收,19:53:25.559.0,0x00000301,数据帧,标准帧,0x08,30 3d ff 3c 00 00 00 00 
5032,接收,19:53:25.559.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
5033,接收,19:53:25.580.0,0x00000303,数据帧,标准帧,0x04,df 00 98 1e 
5034,接收,19:53:25.580.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
5035,接收,19:53:25.580.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 7f 3c d6 ff 
5036,接收,19:53:25.580.0,0x0000030a,数据帧,标准帧,0x04,1c 3d 13 3c 
5037,接收,19:53:25.583.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
5038,接收,19:53:25.583.0,0x00000401,数据帧,标准帧,0x08,62 7a 00 00 00 00 00 00 
5039,接收,19:53:25.656.0,0x00000301,数据帧,标准帧,0x08,1c 3d 00 3d 00 00 00 00 
5040,接收,19:53:25.656.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
5041,接收,19:53:25.663.0,0x00000303,数据帧,标准帧,0x04,df 00 8e 1e 
5042,接收,19:53:25.663.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
5043,接收,19:53:25.672.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3e 83 3c d4 ff 
5044,接收,19:53:25.672.0,0x0000030a,数据帧,标准帧,0x04,0d 3d 13 3c 
5045,接收,19:53:25.683.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
5046,接收,19:53:25.683.0,0x00000401,数据帧,标准帧,0x08,39 7a 00 00 00 00 00 00 
5047,接收,19:53:25.759.0,0x00000301,数据帧,标准帧,0x08,1c 3d f5 3c 00 00 00 00 
5048,接收,19:53:25.759.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
5049,接收,19:53:25.779.0,0x00000303,数据帧,标准帧,0x04,df 00 8e 1e 
5050,接收,19:53:25.779.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
5051,接收,19:53:25.781.0,0x00000309,数据帧,标准帧,0x08,62 a8 00 3d 7e 3c d4 ff 
5052,接收,19:53:25.781.0,0x0000030a,数据帧,标准帧,0x04,0d 3d 13 3c 
5053,接收,19:53:25.783.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
5054,接收,19:53:25.783.0,0x00000401,数据帧,标准帧,0x08,39 7a 00 00 00 00 00 00 
5055,接收,19:53:25.856.0,0x00000301,数据帧,标准帧,0x08,17 3d f3 3c 00 00 00 00 
5056,接收,19:53:25.856.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
5057,接收,19:53:25.862.0,0x00000303,数据帧,标准帧,0x04,df 00 8c 1e 
5058,接收,19:53:25.862.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
5059,接收,19:53:25.872.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 83 3c d2 ff 
5060,接收,19:53:25.872.0,0x0000030a,数据帧,标准帧,0x04,08 3d 09 3c 
5061,接收,19:53:25.882.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
5062,接收,19:53:25.882.0,0x00000401,数据帧,标准帧,0x08,2f 7a 00 00 00 00 00 00 
5063,接收,19:53:25.959.0,0x00000301,数据帧,标准帧,0x08,17 3d ee 3c 00 00 00 00 
5064,接收,19:53:25.959.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
5065,接收,19:53:25.982.0,0x00000303,数据帧,标准帧,0x04,df 00 8c 1e 
5066,接收,19:53:25.982.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
5067,接收,19:53:25.982.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7f 3c d2 ff 
5068,接收,19:53:25.982.0,0x0000030a,数据帧,标准帧,0x04,08 3d 09 3c 
5069,接收,19:53:25.982.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
5070,接收,19:53:25.983.0,0x00000401,数据帧,标准帧,0x08,2f 7a 00 00 00 00 00 00 
5071,接收,19:53:26.057.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
5072,接收,19:53:26.057.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
5073,接收,19:53:26.057.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
5074,接收,19:53:26.057.0,0x00000301,数据帧,标准帧,0x08,12 3d f2 3c 00 00 00 00 
5075,接收,19:53:26.057.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
5076,接收,19:53:26.057.0,0x00000402,数据帧,标准帧,0x08,02 00 00 00 0d 2f 00 00 
5077,接收,19:53:26.057.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 e3 c3 07 00 
5078,接收,19:53:26.063.0,0x00000303,数据帧,标准帧,0x04,df 00 89 1e 
5079,接收,19:53:26.063.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
5080,接收,19:53:26.063.0,0x00000405,数据帧,标准帧,0x08,31 0c 32 0c 34 0c 37 0c 
5081,接收,19:53:26.063.0,0x00000406,数据帧,标准帧,0x08,2a 0c 3b 0c 37 0c 35 0c 
5082,接收,19:53:26.073.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 83 3c d2 ff 
5083,接收,19:53:26.073.0,0x0000030a,数据帧,标准帧,0x04,08 3d 04 3c 
5084,接收,19:53:26.073.0,0x00000407,数据帧,标准帧,0x04,38 0c 3e 0c 
5085,接收,19:53:26.073.0,0x00000408,数据帧,标准帧,0x04,1f 00 00 00 
5086,接收,19:53:26.082.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
5087,接收,19:53:26.082.0,0x00000401,数据帧,标准帧,0x08,25 7a 00 00 00 00 00 00 
5088,接收,19:53:26.082.0,0x00000409,数据帧,标准帧,0x08,e5 e4 e5 d7 e5 e5 e4 e6 
5089,接收,19:53:26.083.0,0x00000506,数据帧,标准帧,0x07,2a 0c 3e 0c a5 e4 e5 
5090,接收,19:53:26.093.0,0x00000509,数据帧,标准帧,0x03,3f 81 01 
5091,接收,19:53:26.093.0,0x0000050a,数据帧,标准帧,0x03,e7 e6 e4 
5092,接收,19:53:26.103.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
5093,接收,19:53:26.103.0,0x0000050d,数据帧,标准帧,0x08,01 9f 04 00 00 00 00 00 
5094,接收,19:53:26.153.0,0x18da0100,数据帧,扩展帧,0x08,02 10 02 00 00 00 00 00 
5095,接收,19:53:26.153.0,0x18da0001,数据帧,扩展帧,0x08,06 50 02 03 e8 27 10 00 
5096,接收,19:53:26.158.0,0x00000301,数据帧,标准帧,0x08,12 3d ee 3c 00 00 00 00 
5097,接收,19:53:26.158.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
5098,接收,19:53:26.164.0,0x00000303,数据帧,标准帧,0x04,df 00 89 1e 
5099,接收,19:53:26.164.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
5100,接收,19:53:26.184.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7f 3c d0 ff 
5101,接收,19:53:26.184.0,0x0000030a,数据帧,标准帧,0x04,08 3d 04 3c 
5102,接收,19:53:26.184.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
5103,接收,19:53:26.184.0,0x00000401,数据帧,标准帧,0x08,25 7a 00 00 00 00 00 00 
5104,接收,19:53:26.256.0,0x18da0100,数据帧,扩展帧,0x08,02 27 01 00 00 00 00 00 
5105,接收,19:53:26.256.0,0x00000301,数据帧,标准帧,0x08,0d 3d f1 3c 00 00 00 00 
5106,接收,19:53:26.256.0,0x00000302,数据帧,标准帧,0x08,47 00 c4 09 a9 50 9d 39 
5107,接收,19:53:26.256.0,0x18da0001,数据帧,扩展帧,0x08,10 42 67 01 e5 5f 91 65 
5108,接收,19:53:26.263.0,0x00000303,数据帧,标准帧,0x04,df 00 87 1e 
5109,接收,19:53:26.263.0,0x00000304,数据帧,标准帧,0x06,06 9c 03 12 00 00 
5110,接收,19:53:26.274.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 83 3c d6 ff 
5111,接收,19:53:26.274.0,0x0000030a,数据帧,标准帧,0x04,03 3d fa 3b 
5112,接收,19:53:26.284.0,0x00000400,数据帧,标准帧,0x08,07 00 8c 80 00 00 00 00 
5113,接收,19:53:26.284.0,0x00000401,数据帧,标准帧,0x08,1c 7a 00 00 00 00 00 00 
5114,接收,19:53:26.309.0,0x18da0100,数据帧,扩展帧,0x08,30 08 00 00 00 00 00 00 
5115,接收,19:53:26.309.0,0x18da0001,数据帧,扩展帧,0x08,21 38 67 22 fd ff df 7e 
5116,接收,19:53:26.309.0,0x18da0001,数据帧,扩展帧,0x08,22 4a 1d db 8d 61 70 47 
5117,接收,19:53:26.309.0,0x18da0001,数据帧,扩展帧,0x08,23 26 d3 f3 0b 6d 4f 18 
5118,接收,19:53:26.309.0,0x18da0001,数据帧,扩展帧,0x08,24 5d 6f 06 86 2f 37 c4 
5119,接收,19:53:26.313.0,0x18da0001,数据帧,扩展帧,0x08,25 26 69 0b 5a fd e6 93 
5120,接收,19:53:26.313.0,0x18da0001,数据帧,扩展帧,0x08,26 60 d7 cc 73 6e 7e 71 
5121,接收,19:53:26.313.0,0x18da0001,数据帧,扩展帧,0x08,27 4a 75 75 50 e5 d6 f6 
5122,接收,19:53:26.313.0,0x18da0001,数据帧,扩展帧,0x08,28 28 3e 27 e1 0f 96 54 
5123,接收,19:53:26.318.0,0x18da0100,数据帧,扩展帧,0x08,30 08 00 00 00 00 00 00 
