序号,传输方向,时间标识,帧ID,帧格式,帧类型,数据长度,数据(HEX)
8615,接收,15:18:50.475.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8616,接收,15:18:50.475.0,0x00000401,数据帧,标准帧,0x08,aa 8c 00 00 00 00 00 00 
8617,接收,15:18:50.547.0,0x00000301,数据帧,标准帧,0x08,54 46 5e 00 00 00 00 00 
8618,接收,15:18:50.547.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8619,接收,15:18:50.576.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8620,接收,15:18:50.576.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8621,接收,15:18:50.576.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
8622,接收,15:18:50.576.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
8623,接收,15:18:50.576.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8624,接收,15:18:50.576.0,0x00000401,数据帧,标准帧,0x08,aa 8c 00 00 00 00 00 00 
8625,接收,15:18:50.646.0,0x00000301,数据帧,标准帧,0x08,5a 46 60 00 00 00 00 00 
8626,接收,15:18:50.646.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8627,接收,15:18:50.656.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8628,接收,15:18:50.656.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8629,接收,15:18:50.665.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
8630,接收,15:18:50.665.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
8631,接收,15:18:50.676.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8632,接收,15:18:50.676.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8633,接收,15:18:50.748.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8634,接收,15:18:50.748.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8635,接收,15:18:50.776.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8636,接收,15:18:50.776.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8637,接收,15:18:50.776.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
8638,接收,15:18:50.776.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
8639,接收,15:18:50.776.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8640,接收,15:18:50.776.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8641,接收,15:18:50.846.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8642,接收,15:18:50.846.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8643,接收,15:18:50.855.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8644,接收,15:18:50.855.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8645,接收,15:18:50.867.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
8646,接收,15:18:50.867.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
8647,接收,15:18:50.876.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8648,接收,15:18:50.876.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8649,接收,15:18:50.949.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
8650,接收,15:18:50.949.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8651,接收,15:18:50.956.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8652,接收,15:18:50.956.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8653,接收,15:18:50.977.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
8654,接收,15:18:50.977.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
8655,接收,15:18:50.977.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8656,接收,15:18:50.977.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8657,接收,15:18:51.045.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8658,接收,15:18:51.045.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8659,接收,15:18:51.056.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8660,接收,15:18:51.056.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8661,接收,15:18:51.065.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
8662,接收,15:18:51.065.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
8663,接收,15:18:51.077.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8664,接收,15:18:51.077.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8665,接收,15:18:51.147.0,0x00000301,数据帧,标准帧,0x08,5a 46 60 00 00 00 00 00 
8666,接收,15:18:51.147.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8667,接收,15:18:51.175.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8668,接收,15:18:51.175.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8669,接收,15:18:51.175.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
8670,接收,15:18:51.175.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
8671,接收,15:18:51.175.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8672,接收,15:18:51.175.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8673,接收,15:18:51.246.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 02 00 
8674,接收,15:18:51.246.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8675,接收,15:18:51.246.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8676,接收,15:18:51.246.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8677,接收,15:18:51.246.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8678,接收,15:18:51.246.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
8679,接收,15:18:51.246.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
8680,接收,15:18:51.256.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8681,接收,15:18:51.256.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8682,接收,15:18:51.256.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
8683,接收,15:18:51.256.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
8684,接收,15:18:51.268.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
8685,接收,15:18:51.268.0,0x0000030a,数据帧,标准帧,0x04,31 00 23 00 
8686,接收,15:18:51.268.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
8687,接收,15:18:51.268.0,0x00000408,数据帧,标准帧,0x04,91 00 00 00 
8688,接收,15:18:51.278.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8689,接收,15:18:51.278.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8690,接收,15:18:51.278.0,0x00000409,数据帧,标准帧,0x08,e4 e4 e5 d7 e5 e8 e4 e5 
8691,接收,15:18:51.278.0,0x00000506,数据帧,标准帧,0x07,11 0e 11 0e 91 e4 e5 
8692,接收,15:18:51.285.0,0x00000509,数据帧,标准帧,0x03,40 79 01 
8693,接收,15:18:51.285.0,0x0000050a,数据帧,标准帧,0x03,e7 e8 e4 
8694,接收,15:18:51.296.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8695,接收,15:18:51.296.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
8696,接收,15:18:51.347.0,0x00000301,数据帧,标准帧,0x08,5a 46 60 00 00 00 00 00 
8697,接收,15:18:51.347.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8698,接收,15:18:51.375.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8699,接收,15:18:51.375.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8700,接收,15:18:51.375.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
8701,接收,15:18:51.375.0,0x0000030a,数据帧,标准帧,0x04,31 00 23 00 
8702,接收,15:18:51.375.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8703,接收,15:18:51.375.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8704,接收,15:18:51.445.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8705,接收,15:18:51.445.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8706,接收,15:18:51.456.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8707,接收,15:18:51.456.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8708,接收,15:18:51.465.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
8709,接收,15:18:51.465.0,0x0000030a,数据帧,标准帧,0x04,27 00 1d 00 
8710,接收,15:18:51.476.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8711,接收,15:18:51.476.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8712,接收,15:18:51.548.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8713,接收,15:18:51.548.0,0x00000302,数据帧,标准帧,0x08,c8 07 c4 09 a9 50 9d 39 
8714,接收,15:18:51.575.0,0x00000303,数据帧,标准帧,0x04,09 1c 2d 23 
8715,接收,15:18:51.575.0,0x00000304,数据帧,标准帧,0x06,03 8c 00 10 00 00 
8716,接收,15:18:51.575.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
8717,接收,15:18:51.575.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
8718,接收,15:18:51.575.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
8719,接收,15:18:51.575.0,0x00000401,数据帧,标准帧,0x08,aa 8c 00 00 00 00 00 00 
8720,接收,15:18:51.646.0,0x00000301,数据帧,标准帧,0x08,54 46 5e 00 00 00 00 00 
8721,接收,15:18:51.646.0,0x00000302,数据帧,标准帧,0x08,c8 07 c4 09 a9 50 9d 39 
8722,接收,15:18:51.655.0,0x00000303,数据帧,标准帧,0x04,07 1c 2a 23 
8723,接收,15:18:51.655.0,0x00000304,数据帧,标准帧,0x06,03 8c 08 10 00 00 
8724,接收,15:18:51.666.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c 9c ff 
8725,接收,15:18:51.666.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
8726,接收,15:18:51.675.0,0x00000400,数据帧,标准帧,0x08,01 00 00 00 00 00 00 00 
8727,接收,15:18:51.675.0,0x00000401,数据帧,标准帧,0x08,aa 8c 00 00 00 00 00 00 
8728,接收,15:18:51.682.0,0x00000600,数据帧,标准帧,0x08,31 00 00 00 bf 00 00 00 
8729,接收,15:18:51.748.0,0x00000301,数据帧,标准帧,0x08,54 46 5f 00 00 00 00 00 
8730,接收,15:18:51.748.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8731,接收,15:18:51.777.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8732,接收,15:18:51.777.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8733,接收,15:18:51.777.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
8734,接收,15:18:51.777.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
8735,接收,15:18:51.777.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8736,接收,15:18:51.777.0,0x00000401,数据帧,标准帧,0x08,aa 8c 00 00 00 00 00 00 
8737,接收,15:18:51.845.0,0x00000301,数据帧,标准帧,0x08,40 46 5d 00 00 00 00 00 
8738,接收,15:18:51.845.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8739,接收,15:18:51.857.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8740,接收,15:18:51.857.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8741,接收,15:18:51.867.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c ce ff 
8742,接收,15:18:51.867.0,0x0000030a,数据帧,标准帧,0x04,23 00 46 00 
8743,接收,15:18:51.876.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8744,接收,15:18:51.876.0,0x00000401,数据帧,标准帧,0x08,81 8c 00 00 00 00 00 00 
8745,接收,15:18:51.949.0,0x00000301,数据帧,标准帧,0x08,40 46 5d 00 00 00 00 00 
8746,接收,15:18:51.949.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8747,接收,15:18:51.975.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8748,接收,15:18:51.975.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8749,接收,15:18:51.975.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
8750,接收,15:18:51.975.0,0x0000030a,数据帧,标准帧,0x04,23 00 46 00 
8751,接收,15:18:51.975.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8752,接收,15:18:51.975.0,0x00000401,数据帧,标准帧,0x08,81 8c 00 00 00 00 00 00 
8753,接收,15:18:52.047.0,0x00000301,数据帧,标准帧,0x08,5a 46 61 00 00 00 00 00 
8754,接收,15:18:52.047.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8755,接收,15:18:52.055.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8756,接收,15:18:52.055.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8757,接收,15:18:52.066.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c cc ff 
8758,接收,15:18:52.066.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
8759,接收,15:18:52.075.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8760,接收,15:18:52.075.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8761,接收,15:18:52.147.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
8762,接收,15:18:52.147.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8763,接收,15:18:52.177.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8764,接收,15:18:52.177.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8765,接收,15:18:52.177.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
8766,接收,15:18:52.177.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
8767,接收,15:18:52.177.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8768,接收,15:18:52.177.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8769,接收,15:18:52.249.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 02 00 
8770,接收,15:18:52.249.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8771,接收,15:18:52.249.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8772,接收,15:18:52.249.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
8773,接收,15:18:52.249.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8774,接收,15:18:52.249.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
8775,接收,15:18:52.249.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
8776,接收,15:18:52.257.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8777,接收,15:18:52.257.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8778,接收,15:18:52.257.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
8779,接收,15:18:52.257.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
8780,接收,15:18:52.268.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c cc ff 
8781,接收,15:18:52.268.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
8782,接收,15:18:52.268.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
8783,接收,15:18:52.268.0,0x00000408,数据帧,标准帧,0x04,92 00 00 00 
8784,接收,15:18:52.276.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8785,接收,15:18:52.276.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8786,接收,15:18:52.276.0,0x00000409,数据帧,标准帧,0x08,e3 e4 e5 d7 e5 e9 e4 e5 
8787,接收,15:18:52.276.0,0x00000506,数据帧,标准帧,0x07,11 0e 11 0e 91 e3 e5 
8788,接收,15:18:52.285.0,0x00000509,数据帧,标准帧,0x03,40 79 01 
8789,接收,15:18:52.285.0,0x0000050a,数据帧,标准帧,0x03,e7 e8 e4 
8790,接收,15:18:52.296.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8791,接收,15:18:52.296.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
8792,接收,15:18:52.348.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
8793,接收,15:18:52.348.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8794,接收,15:18:52.359.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8795,接收,15:18:52.359.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8796,接收,15:18:52.376.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
8797,接收,15:18:52.376.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
8798,接收,15:18:52.376.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8799,接收,15:18:52.376.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8800,接收,15:18:52.446.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8801,接收,15:18:52.446.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8802,接收,15:18:52.455.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8803,接收,15:18:52.455.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8804,接收,15:18:52.466.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c ca ff 
8805,接收,15:18:52.466.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8806,接收,15:18:52.475.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8807,接收,15:18:52.475.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8808,接收,15:18:52.549.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8809,接收,15:18:52.549.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8810,接收,15:18:52.575.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8811,接收,15:18:52.575.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8812,接收,15:18:52.575.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
8813,接收,15:18:52.575.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8814,接收,15:18:52.575.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8815,接收,15:18:52.575.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8816,接收,15:18:52.646.0,0x00000301,数据帧,标准帧,0x08,5e 46 61 00 00 00 00 00 
8817,接收,15:18:52.646.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8818,接收,15:18:52.656.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8819,接收,15:18:52.656.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8820,接收,15:18:52.666.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
8821,接收,15:18:52.666.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8822,接收,15:18:52.675.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8823,接收,15:18:52.675.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
8824,接收,15:18:52.749.0,0x00000301,数据帧,标准帧,0x08,5e 46 5d 00 00 00 00 00 
8825,接收,15:18:52.749.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8826,接收,15:18:52.756.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8827,接收,15:18:52.756.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8828,接收,15:18:52.777.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
8829,接收,15:18:52.777.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8830,接收,15:18:52.777.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8831,接收,15:18:52.777.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
8832,接收,15:18:52.845.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
8833,接收,15:18:52.845.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8834,接收,15:18:52.855.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8835,接收,15:18:52.855.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8836,接收,15:18:52.866.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c ca ff 
8837,接收,15:18:52.866.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8838,接收,15:18:52.875.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8839,接收,15:18:52.875.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8840,接收,15:18:52.948.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
8841,接收,15:18:52.948.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8842,接收,15:18:52.975.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8843,接收,15:18:52.975.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8844,接收,15:18:52.975.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
8845,接收,15:18:52.975.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8846,接收,15:18:52.975.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8847,接收,15:18:52.975.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8848,接收,15:18:53.045.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
8849,接收,15:18:53.045.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8850,接收,15:18:53.056.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8851,接收,15:18:53.056.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8852,接收,15:18:53.066.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c cc ff 
8853,接收,15:18:53.066.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
8854,接收,15:18:53.075.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8855,接收,15:18:53.075.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8856,接收,15:18:53.147.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
8857,接收,15:18:53.147.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8858,接收,15:18:53.156.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8859,接收,15:18:53.156.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8860,接收,15:18:53.178.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
8861,接收,15:18:53.178.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
8862,接收,15:18:53.178.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8863,接收,15:18:53.178.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8864,接收,15:18:53.247.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 02 00 
8865,接收,15:18:53.247.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8866,接收,15:18:53.247.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8867,接收,15:18:53.247.0,0x00000301,数据帧,标准帧,0x08,5a 46 5c 00 00 00 00 00 
8868,接收,15:18:53.247.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8869,接收,15:18:53.247.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
8870,接收,15:18:53.247.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
8871,接收,15:18:53.256.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8872,接收,15:18:53.256.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8873,接收,15:18:53.256.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
8874,接收,15:18:53.256.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
8875,接收,15:18:53.268.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c ce ff 
8876,接收,15:18:53.268.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8877,接收,15:18:53.268.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
8878,接收,15:18:53.268.0,0x00000408,数据帧,标准帧,0x04,93 00 00 00 
8879,接收,15:18:53.277.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8880,接收,15:18:53.277.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8881,接收,15:18:53.277.0,0x00000409,数据帧,标准帧,0x08,e3 e4 e5 d7 e5 e9 e4 e5 
8882,接收,15:18:53.277.0,0x00000506,数据帧,标准帧,0x07,11 0e 11 0e 91 e3 e5 
