序号,传输方向,时间标识,帧ID,帧格式,帧类型,数据长度,数据(HEX)
8883,接收,15:18:53.286.0,0x00000509,数据帧,标准帧,0x03,40 79 01 
8884,接收,15:18:53.286.0,0x0000050a,数据帧,标准帧,0x03,e7 e8 e4 
8885,接收,15:18:53.295.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8886,接收,15:18:53.295.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
8887,接收,15:18:53.347.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8888,接收,15:18:53.347.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8889,接收,15:18:53.378.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8890,接收,15:18:53.378.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8891,接收,15:18:53.378.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
8892,接收,15:18:53.378.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8893,接收,15:18:53.378.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8894,接收,15:18:53.378.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8895,接收,15:18:53.445.0,0x00000301,数据帧,标准帧,0x08,5e 46 5f 00 00 00 00 00 
8896,接收,15:18:53.445.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8897,接收,15:18:53.456.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8898,接收,15:18:53.456.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8899,接收,15:18:53.466.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
8900,接收,15:18:53.466.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
8901,接收,15:18:53.475.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8902,接收,15:18:53.475.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
8903,接收,15:18:53.548.0,0x00000301,数据帧,标准帧,0x08,5e 46 60 00 00 00 00 00 
8904,接收,15:18:53.548.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8905,接收,15:18:53.559.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8906,接收,15:18:53.559.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8907,接收,15:18:53.577.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
8908,接收,15:18:53.577.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
8909,接收,15:18:53.577.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8910,接收,15:18:53.577.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
8911,接收,15:18:53.646.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
8912,接收,15:18:53.646.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8913,接收,15:18:53.655.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8914,接收,15:18:53.655.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8915,接收,15:18:53.665.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
8916,接收,15:18:53.665.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8917,接收,15:18:53.676.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8918,接收,15:18:53.676.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8919,接收,15:18:53.747.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
8920,接收,15:18:53.747.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8921,接收,15:18:53.777.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8922,接收,15:18:53.777.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8923,接收,15:18:53.777.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
8924,接收,15:18:53.777.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8925,接收,15:18:53.777.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8926,接收,15:18:53.777.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8927,接收,15:18:53.847.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
8928,接收,15:18:53.847.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8929,接收,15:18:53.856.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8930,接收,15:18:53.856.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8931,接收,15:18:53.865.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c ce ff 
8932,接收,15:18:53.865.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8933,接收,15:18:53.875.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8934,接收,15:18:53.875.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8935,接收,15:18:53.947.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8936,接收,15:18:53.947.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8937,接收,15:18:53.956.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8938,接收,15:18:53.956.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8939,接收,15:18:53.976.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
8940,接收,15:18:53.976.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
8941,接收,15:18:53.976.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8942,接收,15:18:53.976.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8943,接收,15:18:54.046.0,0x00000301,数据帧,标准帧,0x08,5e 46 5e 00 00 00 00 00 
8944,接收,15:18:54.046.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8945,接收,15:18:54.055.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8946,接收,15:18:54.055.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8947,接收,15:18:54.066.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
8948,接收,15:18:54.066.0,0x0000030a,数据帧,标准帧,0x04,1d 00 23 00 
8949,接收,15:18:54.075.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8950,接收,15:18:54.075.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
8951,接收,15:18:54.148.0,0x00000301,数据帧,标准帧,0x08,5e 46 5e 00 00 00 00 00 
8952,接收,15:18:54.148.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8953,接收,15:18:54.177.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8954,接收,15:18:54.177.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8955,接收,15:18:54.177.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ce ff 
8956,接收,15:18:54.177.0,0x0000030a,数据帧,标准帧,0x04,1d 00 23 00 
8957,接收,15:18:54.177.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8958,接收,15:18:54.177.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
8959,接收,15:18:54.247.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 02 00 
8960,接收,15:18:54.247.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8961,接收,15:18:54.247.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8962,接收,15:18:54.247.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8963,接收,15:18:54.247.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8964,接收,15:18:54.247.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
8965,接收,15:18:54.247.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
8966,接收,15:18:54.259.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8967,接收,15:18:54.259.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8968,接收,15:18:54.259.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
8969,接收,15:18:54.259.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
8970,接收,15:18:54.268.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
8971,接收,15:18:54.268.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
8972,接收,15:18:54.268.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
8973,接收,15:18:54.268.0,0x00000408,数据帧,标准帧,0x04,94 00 00 00 
8974,接收,15:18:54.277.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8975,接收,15:18:54.277.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8976,接收,15:18:54.277.0,0x00000409,数据帧,标准帧,0x08,e3 e4 e5 d7 e5 e9 e4 e5 
8977,接收,15:18:54.277.0,0x00000506,数据帧,标准帧,0x07,11 0e 11 0e 11 e3 e5 
8978,接收,15:18:54.286.0,0x00000509,数据帧,标准帧,0x03,40 79 01 
8979,接收,15:18:54.286.0,0x0000050a,数据帧,标准帧,0x03,e7 e8 e4 
8980,接收,15:18:54.295.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
8981,接收,15:18:54.295.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
8982,接收,15:18:54.348.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
8983,接收,15:18:54.348.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8984,接收,15:18:54.376.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8985,接收,15:18:54.376.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8986,接收,15:18:54.376.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
8987,接收,15:18:54.376.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
8988,接收,15:18:54.376.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8989,接收,15:18:54.376.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
8990,接收,15:18:54.446.0,0x00000301,数据帧,标准帧,0x08,5e 46 5e 00 00 00 00 00 
8991,接收,15:18:54.446.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
8992,接收,15:18:54.456.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
8993,接收,15:18:54.456.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
8994,接收,15:18:54.466.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c cc ff 
8995,接收,15:18:54.466.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
8996,接收,15:18:54.475.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
8997,接收,15:18:54.475.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
8998,接收,15:18:54.547.0,0x00000301,数据帧,标准帧,0x08,5e 46 5e 00 00 00 00 00 
8999,接收,15:18:54.547.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9000,接收,15:18:54.576.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9001,接收,15:18:54.576.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9002,接收,15:18:54.576.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
9003,接收,15:18:54.576.0,0x0000030a,数据帧,标准帧,0x04,23 00 23 00 
9004,接收,15:18:54.576.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9005,接收,15:18:54.576.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
9006,接收,15:18:54.649.0,0x00000301,数据帧,标准帧,0x08,5a 46 61 00 00 00 00 00 
9007,接收,15:18:54.649.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9008,接收,15:18:54.656.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9009,接收,15:18:54.656.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9010,接收,15:18:54.665.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c cc ff 
9011,接收,15:18:54.665.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
9012,接收,15:18:54.677.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9013,接收,15:18:54.677.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
9014,接收,15:18:54.748.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
9015,接收,15:18:54.748.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9016,接收,15:18:54.755.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9017,接收,15:18:54.755.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9018,接收,15:18:54.778.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
9019,接收,15:18:54.778.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
9020,接收,15:18:54.778.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9021,接收,15:18:54.778.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
9022,接收,15:18:54.846.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
9023,接收,15:18:54.846.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9024,接收,15:18:54.855.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9025,接收,15:18:54.855.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9026,接收,15:18:54.865.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
9027,接收,15:18:54.865.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
9028,接收,15:18:54.876.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9029,接收,15:18:54.876.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
9030,接收,15:18:54.949.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
9031,接收,15:18:54.949.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9032,接收,15:18:54.976.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9033,接收,15:18:54.976.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9034,接收,15:18:54.976.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
9035,接收,15:18:54.976.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
9036,接收,15:18:54.976.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9037,接收,15:18:54.976.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
9038,接收,15:18:55.046.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
9039,接收,15:18:55.046.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9040,接收,15:18:55.055.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9041,接收,15:18:55.055.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9042,接收,15:18:55.066.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
9043,接收,15:18:55.066.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
9044,接收,15:18:55.075.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9045,接收,15:18:55.075.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
9046,接收,15:18:55.148.0,0x00000301,数据帧,标准帧,0x08,5a 46 5c 00 00 00 00 00 
9047,接收,15:18:55.148.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9048,接收,15:18:55.176.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9049,接收,15:18:55.176.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9050,接收,15:18:55.176.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
9051,接收,15:18:55.176.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
9052,接收,15:18:55.176.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9053,接收,15:18:55.176.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
9054,接收,15:18:55.247.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 02 00 
9055,接收,15:18:55.247.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
9056,接收,15:18:55.247.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
9057,接收,15:18:55.247.0,0x00000301,数据帧,标准帧,0x08,5a 46 5d 00 00 00 00 00 
9058,接收,15:18:55.247.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9059,接收,15:18:55.247.0,0x00000402,数据帧,标准帧,0x08,27 00 00 00 4b b0 02 00 
9060,接收,15:18:55.247.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 b3 e0 06 00 
9061,接收,15:18:55.257.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9062,接收,15:18:55.257.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9063,接收,15:18:55.257.0,0x00000405,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
9064,接收,15:18:55.257.0,0x00000406,数据帧,标准帧,0x08,11 0e 11 0e 11 0e 11 0e 
9065,接收,15:18:55.269.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c cc ff 
9066,接收,15:18:55.269.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
9067,接收,15:18:55.269.0,0x00000407,数据帧,标准帧,0x04,11 0e 11 0e 
9068,接收,15:18:55.269.0,0x00000408,数据帧,标准帧,0x04,95 00 00 00 
9069,接收,15:18:55.278.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9070,接收,15:18:55.278.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
9071,接收,15:18:55.278.0,0x00000409,数据帧,标准帧,0x08,e3 e4 e5 d7 e5 e9 e4 e5 
9072,接收,15:18:55.278.0,0x00000506,数据帧,标准帧,0x07,11 0e 11 0e 91 e3 e5 
9073,接收,15:18:55.285.0,0x00000509,数据帧,标准帧,0x03,40 78 01 
9074,接收,15:18:55.285.0,0x0000050a,数据帧,标准帧,0x03,e7 e8 e4 
9075,接收,15:18:55.296.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
9076,接收,15:18:55.296.0,0x0000050d,数据帧,标准帧,0x08,01 5a 4c 00 00 00 00 00 
9077,接收,15:18:55.349.0,0x00000301,数据帧,标准帧,0x08,5a 46 61 00 00 00 00 00 
9078,接收,15:18:55.349.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9079,接收,15:18:55.356.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9080,接收,15:18:55.356.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9081,接收,15:18:55.377.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
9082,接收,15:18:55.377.0,0x0000030a,数据帧,标准帧,0x04,1d 00 1d 00 
9083,接收,15:18:55.377.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9084,接收,15:18:55.377.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
9085,接收,15:18:55.447.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 ff ff 00 00 
9086,接收,15:18:55.447.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9087,接收,15:18:55.456.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9088,接收,15:18:55.456.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9089,接收,15:18:55.465.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c ca ff 
9090,接收,15:18:55.465.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
9091,接收,15:18:55.478.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9092,接收,15:18:55.478.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 f6 ff ff ff 
9093,接收,15:18:55.548.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 ff ff 00 00 
9094,接收,15:18:55.548.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9095,接收,15:18:55.555.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9096,接收,15:18:55.555.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9097,接收,15:18:55.578.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
9098,接收,15:18:55.578.0,0x0000030a,数据帧,标准帧,0x04,23 00 1d 00 
9099,接收,15:18:55.578.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9100,接收,15:18:55.578.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 f6 ff ff ff 
9101,接收,15:18:55.647.0,0x00000301,数据帧,标准帧,0x08,5a 46 5e 00 00 00 00 00 
9102,接收,15:18:55.647.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9103,接收,15:18:55.656.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9104,接收,15:18:55.656.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9105,接收,15:18:55.665.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c cc ff 
9106,接收,15:18:55.665.0,0x0000030a,数据帧,标准帧,0x04,1d 00 23 00 
9107,接收,15:18:55.676.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9108,接收,15:18:55.676.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
9109,接收,15:18:55.748.0,0x00000301,数据帧,标准帧,0x08,5a 46 5f 00 00 00 00 00 
9110,接收,15:18:55.748.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9111,接收,15:18:55.755.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9112,接收,15:18:55.755.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9113,接收,15:18:55.776.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
9114,接收,15:18:55.776.0,0x0000030a,数据帧,标准帧,0x04,1d 00 23 00 
9115,接收,15:18:55.776.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9116,接收,15:18:55.776.0,0x00000401,数据帧,标准帧,0x08,b4 8c 00 00 00 00 00 00 
9117,接收,15:18:55.846.0,0x00000301,数据帧,标准帧,0x08,5e 46 5e 00 00 00 00 00 
9118,接收,15:18:55.846.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9119,接收,15:18:55.855.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9120,接收,15:18:55.855.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9121,接收,15:18:55.866.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 83 3c d0 ff 
9122,接收,15:18:55.866.0,0x0000030a,数据帧,标准帧,0x04,1d 00 27 00 
9123,接收,15:18:55.875.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9124,接收,15:18:55.875.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
9125,接收,15:18:55.947.0,0x00000301,数据帧,标准帧,0x08,5e 46 5e 00 00 00 00 00 
9126,接收,15:18:55.947.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9127,接收,15:18:55.956.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9128,接收,15:18:55.956.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9129,接收,15:18:55.977.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c c8 ff 
9130,接收,15:18:55.977.0,0x0000030a,数据帧,标准帧,0x04,1d 00 27 00 
9131,接收,15:18:55.977.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9132,接收,15:18:55.977.0,0x00000401,数据帧,标准帧,0x08,be 8c 00 00 00 00 00 00 
9133,接收,15:18:56.045.0,0x00000301,数据帧,标准帧,0x08,54 46 5e 00 00 00 00 00 
9134,接收,15:18:56.045.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9135,接收,15:18:56.055.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9136,接收,15:18:56.055.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9137,接收,15:18:56.066.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c ca ff 
9138,接收,15:18:56.066.0,0x0000030a,数据帧,标准帧,0x04,23 00 27 00 
9139,接收,15:18:56.076.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9140,接收,15:18:56.076.0,0x00000401,数据帧,标准帧,0x08,aa 8c 00 00 00 00 00 00 
9141,接收,15:18:56.148.0,0x00000301,数据帧,标准帧,0x08,54 46 5d 00 00 00 00 00 
9142,接收,15:18:56.148.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
9143,接收,15:18:56.155.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
9144,接收,15:18:56.155.0,0x00000304,数据帧,标准帧,0x06,05 00 00 10 00 00 
9145,接收,15:18:56.178.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 46 82 3c cc ff 
9146,接收,15:18:56.178.0,0x0000030a,数据帧,标准帧,0x04,23 00 27 00 
9147,接收,15:18:56.178.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
9148,接收,15:18:56.178.0,0x00000401,数据帧,标准帧,0x08,aa 8c 00 00 00 00 00 00 
9149,接收,15:18:56.248.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 02 00 
